IDrespond,Status,IPAddress,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Gender,Age,Education,Occupation,Income,q1k,q2k,q3k,q4k,Q5K1,Q5K2,Q5K3,Q5K4,Q5K5,Q5K6,Q5K7,Q6K,Q7K,Q8K,Q9K,Q10C1,Q10C2,Q10C3,Q10C4,Q10C5,Q10C6,Q10C7,Q11C1,Q11C2,Q11C3,Q11C4,Q11C5,Q12C1,Q12C2,Q12C3,Q12C4,Q12C5,Q12C6,Q12C8,Q13C1,Q13C2,Q13C3,Q13C4,Q13C5,Q13C6,Q14C,Q15C1,Q15C2,Q15C3,Q15C4,Q15C5,Q15C6,Q16P1,Q16P2,Q16P3,Q16P4,Q16P5,Q17P1,Q17P2,Q17P3,Q17P4,Q17P5,Q18I1,Q18I2,Q18I3,Q18I4,Q22C1,Q22C2,Q22C3,Q22C4,Q22c5,Q22c6
QSI613,0,123.21.83.251,100,752,1,04/05/2019,R_2ZUM3yiflC0xBKj, , , , ,10.81419373,106.6437988,anonymous,EN,2,33,2,2,3,2,1,3,1,1,1, , ,1,1, ,1,3,1,2,1,1,1,2,2,2,2,1,1,1,1,1,2,3,1,5,6,4,8,5,2,1,4,3,6,3,1,1,1,1,1, ,1, , , , ,2,2,2,1,2,4,5,5,4,2,1,4,3,5,6
QSI614,0,14.177.242.117,100,607,1,04/05/2019,R_2DP9954j8IaMEzT, , , , ,21.03129578,105.851593,anonymous,VI,2,27,2,4,2,2,1,4,1,1,1, ,1,1,1, ,1,3,1,2,1,1,1,2,1,1,1,1,1,1,1,1,4,5,1,2,6,3,7,4,1,2,5,3,6,1, , , , ,1, ,1, , , , ,2,2,1,1,1,5,5,5,5,1,2,4,5,3,6
QSI615,0,42.114.35.173,100,1024,1,04/05/2019,R_3O2nhcAI1cvirOb, , , , ,21.03129578,105.851593,anonymous,VI,2,23,2,1,2,2,1,4,2, ,1,1, , ,1, ,1,3,4,2,3,2,2,2,2,2,3,1,2,1,1,1,6,5,4,1,3,2,8,1,5,3,2,4,7,1,1, ,1,1,1, , ,1,1, , ,2,2,2,2,3,2,2,3,3,5,3,2,4,1,6
QSI616,0,222.254.31.107,100,924,1,04/05/2019,R_1K2O55mrPYGMLgu, , , , ,21.03129578,105.851593,anonymous,VI,2,39,3,4,3,2,1,3,1,1,1,1,1,1,1, ,1,3,2,1,1,1,1,2,1,2,2,1,1,1,1,1,3,1,5,6,4,2,8,4,1,2,5,3,6,1,1,1,1,1,1, , ,1, , , ,1,1,2,2,2,4,4,5,4,1,3,4,5,2,6
QSI617,0,180.93.165.215,100,729,1,04/05/2019,R_Aogz2XUlFgRlXFv, , , , ,10.90690613,106.7589111,anonymous,EN,2,18,1,1,2,1,1,4,1,1,1,1,1,1,1, ,1,3,1,1,1,1,2,2,1, ,1,1,1,1,1,1,1,2,3,5,6,4,8,5,1,2,4,3,6,1,1,1,1,1,1, , , ,1, ,1,2,2,2,3,3,3,2,2,1,5,1,4,3,2,6
QSI618,0,42.112.239.208,100,1614,1,04/06/2019,R_1q7DxUucQcZxEQX, , , , ,21.03129578,105.851593,anonymous,VI,2,20,2,1,2,5,1,4,2,1,1, , ,1,1, ,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,8,5,1,2,3,4,6,2,1,1,1,1,1, , ,1,1, , ,2,2,3,2,2,5,5,5,5,5,2,3,4,1,6
QSI619,0,171.253.136.213,100,775,1,04/06/2019,R_2PdsIbM9BUoW1BE, , , , ,10.81419373,106.6437988,anonymous,VI,2,28,2,2,3,1,1,3,2,1,1,1,1, ,1, ,1,3,3,2,2,2,3,3,1,1,1,1,1,1,1,1,6,4,3,2,5,1,8,4,3,2,5,1,6,1,1, ,1,1,1, , , , , ,1,2,2,2,1,3,5,4,5,5,5,1,2,3,4,6
QSI620,0,194.186.53.110,100,459,1,04/06/2019,R_2pQzLxSyKMjtArY, , , , ,55.75270081,37.61720276,anonymous,VI,2,25,3,1,2,2,1,4,2,1,1, , ,1,1, ,2,2,3,2,1,1,1,2,2,1,2,1,1,1,1,1,5,3,2,1,4,6,8,4,1,2,5,3,6,1, , , , ,1, , ,1, , , ,2,2,1,2,2,3,5,5,5,3,2,4,5,1,6
QSI621,0,14.232.6.55,100,1821,1,04/06/2019,R_8et75bfyx90KJVL, , , , ,21.03129578,105.851593,anonymous,EN,2,35,3,4,3,2,1,1,1,1,1,1, , ,1, ,1,2,1,1,2,2,1,3,1,1,2,1,1,1,1,1,1,3,5,2,4,6,8,1,3,4,2,5,6,1,1, ,1,1,1,1,1, ,1, ,1,1,1,1,1,2,2,2,2,3,3,4,2,5,1,6
QSI622,0,220.231.107.156,100,808,1,04/06/2019,R_1kTTz33B113NC7o, , , , ,21.03129578,105.851593,anonymous,VI,2,20,2,1, ,2,1,3,1,1,1,1, , ,1, ,1,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,4,6,5,2,3,1,8,5,1,2,4,3,6,2,1,1,1,1,1, ,1, , , ,1,3,1,2,2,2,2,2,1,1,2,1,4,5,3,6
QSI623,0,14.162.45.242,100,817,1,04/06/2019,R_2tyend90haqEoMp, , , , ,21.03129578,105.851593,anonymous,VI,2,16,1,1, ,5,1,2,2,1,1, , , ,1, ,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,3,4,6,8,3,1,2,5,4,6,1,1,1,1,1,1, ,1, , , , ,2,2,2,2,2,4,5,5,5,3,1,4,2,5,6
QSI624,0,14.162.112.171,100,1936,1,04/06/2019,R_3PTTE6g78iELdMQ, , , , ,21.03129578,105.851593,anonymous,VI,2,34,2,2,3,1,1,4,2,1,1, , , ,1, ,1,1,4,1,1,2,1,2,1,1,2,1,1,1,1,1,5,4,2,1,6,3,8,3,1,2,5,4,6,1,1,1,1, ,1, ,1, , , , ,2,2,2,1,1,5,5,5,5,5,4,3,2,1,6
QSI625,0,14.226.104.90,100,833,1,04/06/2019,R_2zopreyWr8Gw2Pq, , , , ,16,106,anonymous,VI,2,39,3,4,2,1,1,4,1,1,1,1, , ,1, ,1,2,2,2,2,1,2,2,3,2,2,1,1,1,1,1,5,6,4,1,2,3,8,3,2,1,4,5,6,3,1,1,1,1,1, , ,1,1, , ,3,4,3,3,3,5,5,5,5,5,1,2,4,3,6
QSI626,0,171.255.78.69,100,410,1,04/06/2019,R_3r00GHlZeIsSfzP, , , , ,21.03129578,105.851593,anonymous,VI,2,26,2,2,3,2,1,4,1,1,1,1,1,1,1, ,1,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,4,5,6,2,1,3,8,5,1,2,4,3,7,1, , , , ,1, ,1, , , , ,2,2,2,2,3,1,1,1,1,5,2,4,1,3,6
QSI627,0,153.158.116.174,100,477,1,04/06/2019,R_qV08J68xVdpcqnn, , , , ,35.46650696,139.6167908,anonymous,EN,1,30,3,2,3,2,1,3,1,1,1,1,1,1, , ,1,2,1,2,1,1,3,3,1,1,1,1,1,1,1,1,2,1,3,4,5,6,8,3,2,1,5,4,6,1,1,1,1,1,1, ,1, ,1, , ,1,1,1,1,1,1,1,1,1,5,1,2,4,3,6
QSI628,0,27.79.66.252,100,678,1,04/06/2019,R_26mtCxyLrgMxtkT, , , , ,12.66670227,108.0499878,anonymous,VI,2,29,3,4,2,2,1,4,1,1,1,1,1,1,1, ,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,2,3,6,1,8,4,2,1,5,3,6,1,1, ,1, ,1, ,1, , , , ,1,1,1,1,1,1,1,1,1, , , , , , 
QSI629,0,1.55.183.170,100,842,1,04/06/2019,R_2SJfKAsxC6a3UeH, , , , ,13.98330688,108,anonymous,VI,2,21,2,1,2,1,1,2,1,1,1, , , , , ,1,2,2,1,2,1,2,2,2,2,2,1,3,1,2,1,1,6,4,5,3,2,8,3,1,2,4,5,6,2, , ,1, ,1, , ,1, , , ,2,2,2,2,4,3,4,4,4,5,2,4,3,1,6
QSI630,0,116.104.12.99,100,331,1,04/06/2019,R_2PyUkPu2ypXDZbA, , , , ,21.03129578,105.851593,anonymous,EN,2,35,3,2,2,2,1,4,2, , , , , ,1, ,2,3,4,2,1, , , , , , ,1,1,1,1,1,2,3,4,1,5,6,8, , , , , , ,2, , , ,1, , ,1,1,1, , ,2,2,2,2,2,3,3,3,3,1,2,3,4,5,6
QSI631,0,27.79.213.75,100,662,1,04/06/2019,R_306rWPLF2NIcbC2, , , , ,21.03129578,105.851593,anonymous,FR,2,40,3,2,2,5,1,4,2,1,1, , ,1,1, ,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6,1,2,3,5,4,8,4,2,1,5,3,6,1,1,1,1,1,1, , ,1,1, , ,3,2,2,2,2,5,5,5,5,5,4,3,2,1,6
QSI632,0,42.113.173.9,100,900,1,04/07/2019,R_3aevHnrWfnwSa09, , , , ,21.03129578,105.851593,anonymous,EN,2,29,2,2,3,1,1,4,1,1,1, ,1, , , ,1,3,1,2,2,2,2,4,1,2,1,1,1,1,1,1,5,4,6,3,2,1,8,4,5,3,1,2,6,1, , ,1,1,1, ,1, , , ,1,3,3,2,2,3,5,5,5,5,3,1,4,5,2,6
QSI633,0,14.162.189.236,100,879,1,04/07/2019,R_ePcgu9N4zFQ7XZ7, , , , ,21.25,106.1166992,anonymous,VI,1,34,2,2,2,2,1,1,1,1,1, , , ,1, ,1,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,4,5,2,3,6,8,1,2,3,4,5,6,2,1,1,1,1,1, , , ,1, , ,1,2,1,1,1,2,2,1,1,4,1,5,3,2,6
QSI634,0,14.183.194.185,100,349,1,04/07/2019,R_9nUiePapQCdS7ux, , , , ,15.8500061,108.3833008,anonymous,VI,1,45,1,3,2,2,1,3,2,1,1,1, , , , ,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,4,5,6,8,1,3,2,4,5,6,3, ,1,1, , , , , ,1,1, ,3,3,2,2,3,4,3,3,3,5,3,4,2,1,6
QSI635,0,171.253.34.97,100,513,1,04/07/2019,R_2A1mvdM4EH8WEjN, , , , ,10.81419373,106.6437988,anonymous,VI,1,53,3,2,3,2,4,4,1,1,1, ,1,1,1, ,1,3,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,4,6,5,3,2,8,5,1,2,4,3,6,2,1, ,1,1,1, , , ,1, , ,2,2,2,2,3,3,4,5,3,4,5,2,3,1,6
QSI636,0,171.253.34.97,100,612,1,04/07/2019,R_3hu2AeB5eXgLA8b, , , , ,10.81419373,106.6437988,anonymous,VI,1,24,2,4,3,1,1,3,1,1,1, , , ,1, ,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,5,6,8,1,2,4,5,3,6,1,1,1,1,1,1, , ,1, , , ,1,1,1,1,1,1,1,1,1,5,2,3,4,1,6
QSI637,0,171.253.34.97,100,578,1,04/07/2019,R_9uxWSICNEXGS0GB, , , , ,10.81419373,106.6437988,anonymous,VI,2,21,2,1,2,5,1,3,1,1,1, , , ,1, ,1,3,4,1,2,2,3,3,3,2,1,1,2,1,1,1,6,5,3,4,1,2,8,2,5,4,3,1,6,2, , , , ,1, , , ,1,1, ,2,3,3,2,4,3,4,2,1,3,5,2,4,1,6
QSI638,0,171.253.34.97,100,1126,1,04/07/2019,R_1DqWYaogBuR8DgH, , , , ,10.81419373,106.6437988,anonymous,VI,2,20,2,1,2,1,1,3,2,1,1,1,1, , , ,1,3,3,2,1,1,1,2,1,1,1,1,1,1,1,1,4,3,2,6,5,1,8,4,2,1,5,3,6,2, , , ,1,1, , , ,1, , ,3,3,3,2,2,3,5,4,4,2,1,5,3,4,6
QSI639,0,171.253.34.97,100,629,1,04/07/2019,R_25KLbO4MWRkQMQk, , , , ,10.81419373,106.6437988,anonymous,VI,2,18,2,1,2,1,1,3,1,1,1, , , ,1, ,2,3,4,2,1,2,2,2,2,1,2,1,1,1,1,1,3,4,5,6,2,1,8,3,2,1,4,5,6,1, , , , ,1, , ,1,1, , ,2,2,2,3,3,3,2,2,1,2,1,3,4,5,6
QSI640,0,171.253.34.97,100,1562,1,04/07/2019,R_3k4YrywaEgBnTIY, , , , ,10.38639832,105.4352112,anonymous,VI,2,19,2,1,2,1,1,4,1,1,1, ,1, , , ,1,3,4,2,1,1,2,3,2,1,1,1,1,1,2,2,3,4,5,1,2,6,8,1,4,5,2,3,7,1, , , , ,1, , ,1, , , ,2,2,1,2,1,5,5,3,3,5,1,3,2,4,6
QSI641,0,171.253.34.97,100,394,1,04/07/2019,R_DIvi1QnuuF3iAjT, , , , ,10.81419373,106.6437988,anonymous,VI,2,20,2,1,2,1,1,1,1, , , , , ,1, ,1,2,2,2,1,1,2,2,1,1,2,1,1,1,1,1,6,1,3,2,4,5,8,3,2,1,4,5,6,2,1, ,1, ,1, , ,1,1, , ,1,1,2,2,3,1,1,1,2,4,1,2,3,5,6
QSI642,0,115.79.33.106,100,15347,1,04/07/2019,R_8GOYFWNGvgytwZz, , , , ,10.81419373,106.6437988,anonymous,EN,2,25,2,2,2,1,1,4,2,1,1,1,1,1,1, ,1,3,1,2,2,2,2,3,1,1,1,1,1,1,1,1,5,1,3,4,6,2,8,5,1,3,4,2,6,1, , , , ,1, ,1, , , , ,2,2,2,2,2,1,1,1,1,3,1,5,4,2,6
QSI643,0,171.253.34.97,100,430,1,04/07/2019,R_1dMKX1n3qQAXnMO, , , , ,10.81419373,106.6437988,anonymous,VI,2,20,2,1,2,2,1,4,1,1,1,1, , , , ,1,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,5,4,3,2,6,1,8,5,1,2,3,4,6,1,1,1,1,1,1, , ,1, , , ,1,1,1,2,2,5,5,5,5,5,1,3,4,2,6
QSI644,0,171.253.34.97,100,777,1,04/07/2019,R_2cAs3lOmHyOuiGz, , , , ,10.81419373,106.6437988,anonymous,VI,2,20,2,1,2,1,1,4,2,1,1, ,1,1,1, ,2,3,2,1,1,3,1,2,2,1,1,1,1,2,2,2,3,6,4,5,1,2,8,3,2,1,4,5,6,3, , ,1, ,1, ,1,1,1,1, ,3,2,3,1,1,5,3,4,5,1,2,5,4,3,6
QSI645,0,171.253.34.97,100,449,1,04/07/2019,R_YaXWhUXIRQu14A1, , , , ,10.38639832,105.4352112,anonymous,VI,2,20,2,1,2,1,1,4,2,1,1,1,1,1,1, ,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,6,5,4,3,2,1,8,5,1,2,3,4,6,1,1,1,1, , , , , ,1, , ,3,2,2,2,4,4,4,4,6,2,1,4,3,5,6
QSI646,0,14.183.194.185,100,1912,1,04/07/2019,R_4PzS5u1lHC1rd61, , , , ,15.8500061,108.3833008,anonymous,VI,1,45,1,3,2,2,1,3,2,1,1,1, , , , ,2,1,3,2, , , , , , , ,2,2,2,2,2,3,2,4,1,5,6,8,2,3,4,5,1,6,3, ,1,1, , , , , ,1,1, ,3,3,2,2,3,4,3,3,2,5,3,4,2,1,6
QSI647,0,14.183.194.185,100,431,1,04/07/2019,R_Wj8ZakwSb9xEPxD, , , , ,15.8500061,108.3833008,anonymous,VI,1,45,1,3,2,2,1,3,2, ,1, ,1, ,1, ,2,3,3,2,1,1,1,2,2,2,2,1,1,1,1,1,4,6,5,2,1,3,8,1,2,3,4,5,6,1,1,1, , ,1, , , ,1,1, ,3,3,3,3,4,1,1,1,1,4,3,2,1,5,6
QSI648,0,171.253.34.97,100,711,1,04/07/2019,R_3KOzeM9Mwe1t1Rv, , , , ,10.38639832,105.4352112,anonymous,VI,2,20,2,1,2,5,1,4,1,1,1, ,1, ,1, ,1,1,4,1,1,2,1,1,2,2,2,2,2,1,2,1,6,4,5,1,3,2,8,5,3,2,4,1,6,2,1,1,1,1,1, , ,1,1, , ,2,2,3,3,3,6,6,6,5,5,1,3,2,4,6
QSI649,0,14.183.194.185,100,254,1,04/07/2019,R_1JUFffPxnKE6PZf, , , , ,15.8500061,108.3833008,anonymous,VI,1,47,1,3,2,2,1,4,2, ,1,1,1,1, , ,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,5,6,3,2,1,4,8,5,4,2,3,1,6,2,1, ,1,1,1, , , ,1,1, ,2,3,2,3,3,1,1,1,1,4,1,2,3,5,6
QSI650,0,171.253.34.97,100,637,1,04/07/2019,R_23dWFIElEE2HHVP, , , , ,10.81419373,106.6437988,anonymous,VI,2,24,2,1,2,2,2,3,2,1,1,1,1, ,1, ,1,2,3,2,1,1,1,2,2,2,2,1,1,1,1,1,3,1,2,6,5,4,8,1,5,3,2,4,6,2,1, ,1,1,1, , ,1, , , ,3,3,3,2,2,2,1,1,1,2,1,4,3,5,6
QSI651,0,171.253.34.97,100,366,1,04/07/2019,R_3lLhPCnrDXxwTdA, , , , ,10.81419373,106.6437988,anonymous,VI,2,20,2,1,2,2,1,3, , ,1, , , ,1, ,1,2,3,2,2,1,2,2,2,2,2,1,2,1,1,1,1,2,3,5,4,6,8,5,4,1,2,3,6,2,1,1,1,1,1, ,1, , , , ,3,4,1,2,3,1,1,1,1,3,1,2,4,5,6
QSI652,0,171.253.34.97,100,342,1,04/07/2019,R_3CBIUlVpv69leY6, , , , ,10.81419373,106.6437988,anonymous,VI,2,21,2,1,2,1,1,3,1,1,1,1,1,1,1, ,1,2,2,2,2,2,3,3,1,1,2,1,1,1,1,1,5,4,6,3,2,1,8,5,4,1,3,2,6,1,1,1,1,1,1, , , ,1, , ,2,2,3,3,4,4,4,4,4,4,2,1,3,5,6
QSI653,0,171.253.34.97,100,406,1,04/07/2019,R_pbXuXWxk26xs2uB, , , , ,10.81419373,106.6437988,anonymous,VI,2,21,2,1,2,1,1,3,1,1,1, , , , , ,1,3,1,2,3,3,4,3,4,2,3,2,3,1,2,1,1,5,3,6,2,4,8,5,4,6,3,2,1,1,1,1,1,1,1,1, ,1, , , ,2,2,3,1,4,3,2,2,3,1,2,3,4,5,6
QSI654,0,171.253.34.97,100,292,1,04/07/2019,R_1E6hYt5Ut0GVGdv, , , , ,10.38639832,105.4352112,anonymous,VI,1,20,2,1,2,2,1,3,1,1,1, , ,1,1, ,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,4,6,5,8,1,4,5,3,2,6,1,1,1,1,1,1, , ,1, , , ,1,2,1,1,3,5,4,4,4,3,1,4,2,5,6
QSI655,0,171.253.34.97,100,570,1,04/07/2019,R_OBezhdPcyGAbJzb, , , , ,10.81419373,106.6437988,anonymous,VI,1,18,2,1,2,5,1,3,1,1,1, , , ,1, ,1,3,1,2,1,2,1,1,1,2,2,1,1,1,1,1,2,1,5,3,4,6,8,4,1,2,3,5,6,1,1,1,1,1,1, ,1,1, , ,1,1,2,2,2,2,4,1,4,5,4,1,5,3,2,6
QSI656,0,171.253.34.97,100,336,1,04/07/2019,R_2tbso3NkG0jHvFy, , , , ,10.81419373,106.6437988,anonymous,VI,1,19,2,1,2,2,1,3,2,1,1,1,1,1,1, ,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , ,1,2,4,5,3,6,1,1,1,1,1,1, ,1, , , , ,1,1,1,1,1,5,5,5,5,2,1,3,4,5,6
QSI657,0,171.253.34.97,100,550,1,04/07/2019,R_1kOz9KOW9Qgscq4, , , , ,10.38639832,105.4352112,anonymous,VI,1,20,2,1,2,2,1,3,1,1,1,1,1,1,1, ,1,3,1,2,3,2,3,3,3,3,3,3,3,3,2,3,2,6,1,4,3,5,8,1,6,4,2,5,3,3, , , , , , , , ,1,1, ,4,4,3,4,4,1,1,3,1,2,1,4,3,5,6
QSI658,0,171.253.34.97,100,302,1,04/07/2019,R_1rcaq4yRpwL2TVL, , , , ,10.38639832,105.4352112,anonymous,VI,1,21,2,1,2,1,1,3,1, , ,1,1,1,1, ,1,3,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,4,3,6,5,2,8,3,2,1,4,5,6,2,1,1,1,1,1, , , ,1, , ,3,3,1,2,4,3,3,4,4, , , , , , 
QSI659,0,171.241.110.71,100,1424,1,04/07/2019,R_3dH3B9Y05DtbJwZ, , , , ,21.03129578,105.851593,anonymous,EN,2,9,1,1,2,2,1,3,1,1,1,1, , , , ,1,3,1,1,1,1,3,2,4,1,2,3,1,1,1,1,3,2,4,1,5,6,8,4,2,1,3,5,6,1, , , , ,1, ,1,1,1, , ,1,2,2,3,1,4,4,5,3,5,4,2,3,1,6
QSI660,0,14.183.194.185,100,647,1,04/07/2019,R_2hHzFYTu9rR6WXL, , , , ,15.8500061,108.3833008,anonymous,VI,1,40,1,3,2,1,1,2,1,1,1,1,1, , , ,1,2,1,2,1,1,1,1,2,2,2,1,1,1,1,1,6,4,3,1,2,5,8,5,2,1,4,3,6,1,1, , ,1, , , ,1, ,1, ,3,3,3,3,3,2,2,2,2,2,4,3,1,5,6
QSI661,0,14.183.194.185,100,299,1,04/07/2019,R_2CgmgHWQr5YHfXg, , , , ,15.8500061,108.3833008,anonymous,VI,2,52,1,3,2,1,1,2,2,1,1,1,1,1, , ,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,4,5,6,8,4,1,2,3,5,6,1,1,1,1,1,1, , ,1,1, , ,3,3,3,3,4,1,1,1,2,4,3,2,1,5,6
QSI662,0,14.183.194.185,100,363,1,04/07/2019,R_78ntpUoD5VRQ3x7, , , , ,15.8500061,108.3833008,anonymous,VI,2,55,2,3,2,1,1,4,1,1,1,1,1,1,1, ,1,1,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,4,6,2,5,3,8,4,2,1,5,3,6,1, , ,1, ,1, ,1, , , , ,1,1,1,2,2,6,6,6,5,1,2,4,3,5,6
QSI663,0,14.183.194.185,100,189,1,04/07/2019,R_28YfFzKNP3UqFaY, , , , ,15.8500061,108.3833008,anonymous,VI,1,48,1,3,2,2,1,4,2,1,1,1,1,1, , ,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6,4,2,1,3,5,8,4,3,2,1,5,6,1,1, , , ,1, , , ,1, , ,3,3,3,3,4,1,1,1,1,3,1,2,4,5,6
QSI664,0,113.22.190.18,100,890,1,04/07/2019,R_vvt5v8YzILcj6qR, , , , ,16.46670532,107.6000061,anonymous,EN,2,34,3,2,2,2,1,3,1,1,1, , , ,1, ,1,3,4,2,2,2,2,3,1,1,1,1,1,1,1,1,5,4,6,3,2,1,8,5,1,2,4,3,6,3, , ,1,1,1, , ,1, , , ,2,2,1,1,2,1,1,1,1,5,2,3,4,1,6
QSI665,0,171.236.84.242,100,645,1,04/07/2019,R_3e8JpPspHzYd7MG, , , , ,21.03129578,105.851593,anonymous,VI,2,39,2,2,3,1,1,2,1,1,1,1,1,1,1, ,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,7,6,8,3,2,1,5,4,6,1,1,1,1,1,1,1, ,1, , , ,2,2,1,2,3,5,5,5,5,1,2,3,4,5,6
QSI666,0,42.114.17.137,100,608,1,04/08/2019,R_2y7wdeWDc622Ebt, , , , ,10.81419373,106.6437988,anonymous,EN,2,35,3,2,4,2,1,3,2,1,1,1,1,1,1, ,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,4,5,2,6,3,1,7,3,1,2,5,4,6,1,1,1,1,1,1, ,1, , , , ,1,1,1,1,2,5,5,5,5,5,2,3,4,1,6
QSI667,0,222.252.119.181,100,552,1,04/08/2019,R_UACQJGgnaXFEViN, , , , ,21.03129578,105.851593,anonymous,VI,2,48,2,4,3,1,1,1,1,1,1, , , ,1, ,1,2,3,1,2,2,2,2,2,2,2,1,1,1,1,1,5,3,2,1,4,6,8, , , , , , ,1,1, , , ,1, ,1, , , , ,2,2,1,1,1,2,2,2,1,4,3,2,5,1,6
QSI668,0,113.23.54.247,100,750,1,04/08/2019,R_1jwy995yHTBGh96, , , , ,21.03129578,105.851593,anonymous,VI,1,44,2,2,3,2,1,4,1,1,1,1,1,1,1, ,1,3,4,1,1,1, , , , , ,1,1,1,1,1,6,5,3,2,4,1,8,3,1,2,4,5,6,1,1,1,1,1,1, ,1, , , , ,1,3,1,3,3,2,1,1,1,3,4,2,6,1,5
QSI669,0,42.112.239.253,100,1235,1,04/08/2019,R_bjck2VHfXni11kd, , , , ,21.03129578,105.851593,anonymous,VI,1,21,2,1,2,2,1,2,1,1,1,1, , ,1, ,1,2,4,1,2,1,2,3,1,1,2,1,1,1,1,1,5,4,6,3,2,1,8,4,5,2,3,1,6,2, , ,1,1,1, , ,1,1, , ,2,2,1,1,3,6,4,4,1,6,3,4,5,1,2
QSI670,0,27.67.189.109,100,1103,1,04/08/2019,R_2QsMLSjK6E4orW9, , , , ,21.03129578,105.851593,anonymous,VI,2,22,2,1,2,2,1,3,1,1,1,1,1, , , ,1,3,1,2,1,1,2,2,1,1,2,1,1,1,1,1,3,6,4,2,5,1,8,4,1,3,5,2,6,1, , , , , ,1, , , , ,1,1,1,1,2,2,5,5,5,5,3,1,4,5,2,6
QSI671,0,222.252.107.134,100,671,1,04/08/2019,R_3fABOCgQdXBJic5, , , , ,20.85609436,106.6821899,anonymous,VI,2,39,2,2,2,5,1,2,1,1,1, , , ,1, ,1,1,4,1,2,1,2,2,2,2,2,1,1,1,1,1,1,3,4,5,2,6,8,3,1,4,5,2,6,1,1,1,1,1,1, , ,1, , , ,2,2,2,2,2,3,2,5,5,5,4,1,2,3,6
QSI672,0,14.160.37.90,100,1393,1,04/08/2019,R_3qKIjL7NP0fjvfK, , , , ,21.03129578,105.851593,anonymous,VI,1,38,1,3,2,2,3,3,1,1,1, ,1, ,1, ,1,3,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,6,5,4,8,2,3,1,5,4,6,1,1, , , ,1, , , , , ,1,2,2,4,2,2,4,6,5,5,5,2,4,3,1,6
QSI673,0,14.162.88.188,100,1230,1,04/08/2019,R_1d15a4d1oFHpCik, , , , ,21.03129578,105.851593,anonymous,VI,2,33,1,2,2,5,1,3,1,1,1,1, , ,1, ,1,1,4,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,4,3,5,6,8,1,3,4,2,5,6,1, , , , ,1, , , ,1, , ,2,2,2,2,2,1,1,1,1,5,3,1,4,2,6
QSI674,0,14.177.64.104,100,4511,1,04/08/2019,R_1f1v5FLnu0kvIdp, , , , ,21.03129578,105.851593,anonymous,VI,2,35,2,4,3,1,1,3,2,1,1,1, , ,1, ,1,3,3,1,1,1,1,2,2,2,1,1,1,1,1,1,4,5,6,2,3,1,8,2,3,1,4,5,6,1, , , , ,1, , ,1, , , ,2,2,2,2,2,4,1,3,3,5,3,4,2,1,6
QSI675,0,1.55.198.243,100,2415,1,04/08/2019,R_10JKSqRs43bUujO, , , , ,10.81419373,106.6437988,anonymous,EN,2,37,3,4,2,2,1,3,1,1,1, , , ,1, ,1,2,2,2,1,1,1,2,2,1,2,1,1,1,1,1,2,4,5,3,6,1,8,3,2,1,4,5,6,1,1, ,1,1,1, ,1, , ,1, ,1,1,1,1,1,5,5,5,5,5,3,4,2,1,6
QSI676,0,27.79.187.51,100,1540,1,04/08/2019,R_qCs8nL1dGNfL6F3, , , , ,21.03129578,105.851593,anonymous,VI,2,58,2,4,2,2,1,4,1, ,1,1, , ,1, ,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,3,4,5,6,8,3,1,2,4,5,6,1,1, ,1, ,1, ,1, ,1, , ,2,2,2,2,2,4,4,4,4,1,4,5,2,3,6
